TERYT Powiatu,Powiat,Bezpartyjni,TD,Lewica,PiS,Konfederacja,KO
306300,Leszno,3.1264514630747793,14.732350209010683,12.140037157454714,22.95343706456108,5.930678123548537,41.117045982350206
306200,Konin,1.9762541118421053,14.396587171052634,10.819284539473683,35.60855263157895,5.594675164473684,31.60464638157895
306100,Kalisz,4.120505706891095,13.622060439048914,8.270802688662558,29.284823207403132,5.69758132087065,39.00422663712365
303100,złotowski,2.5138383436802347,15.376617021927277,7.327441206153093,31.685984280864858,7.186764121226949,35.90935502614759
303000,wrzesiński,1.7762572057927541,16.145662464263953,9.260908281389137,33.67389979847214,7.161269156863664,31.982003093218353
302900,wolsztyński,2.006569319327458,20.70961657289668,6.9628280594490874,30.71644606328661,8.465315945233991,31.139224039806173
302800,wągrowiecki,1.463495759188425,21.536670547147846,9.681800543267364,30.96069626919452,6.699373579466711,29.65796330173513
302700,turecki,2.6082408586501726,15.301528106239767,7.82699654356922,47.9557031107877,6.9287793341822805,19.378752046570856
302600,śremski,2.0198265179677817,19.083023543990087,9.587980173482032,31.815365551425028,7.763320941759604,29.730483271375462
302500,średzki,1.9260423910742903,19.218093308741267,9.439724246364104,31.478849817071325,8.320986907749523,29.61630332899949
302400,szamotulski,1.7153157343877197,16.35073845796023,7.506686824049308,27.445051750203515,6.34182269256115,40.640384540838085
302300,słupecki,5.5021262675825975,22.839385017991496,7.065750736015702,39.78083087994766,6.437684003925417,18.37422309453713
302200,rawicki,2.365795724465558,18.1187648456057,9.507521773555027,34.780680918448134,7.752969121140143,27.47426761678543
302100,poznański,1.875279116682323,17.59320572246947,9.963888076135332,20.795925281426612,6.219874647735497,43.55182715555077
302000,pleszewski,1.9049657534246576,18.303571428571427,6.953277886497064,40.771771037182,6.8676614481409,25.198752446183953
301900,pilski,1.864909867516108,16.47578368203866,7.847679722001014,29.99058857597915,7.227973648012743,36.59306450445233
301800,ostrzeszowski,1.91931330472103,19.800858369098712,7.172532188841202,39.41630901287554,7.464377682403434,24.226609442060084
301700,ostrowski,1.8421323453740868,14.173327387282312,9.142053445850914,36.832355665328805,6.928292911621099,31.08183824454278
301600,obornicki,1.8406470925418763,24.434749379020445,8.473982548882237,27.329469460543915,6.671549582829119,31.24960193618241
301500,nowotomyski,1.6076067245012988,15.478115963338727,6.401019457922855,27.488604616968093,6.739205018869774,42.28544821839926
301400,międzychodzki,1.6905277616355856,16.197369116170954,11.416345290295315,28.178984626763164,6.239104020286333,36.27766918484864
301300,leszczyński,3.2451354505030117,18.868460058658425,8.99113816266675,32.39143460847078,8.325711942981489,28.178119776719544
301200,krotoszyński,2.3300528752498293,17.264148556682773,8.123561110127255,39.646317706883906,7.260859665545071,25.37506008551117
301100,kościański,2.101300479123888,19.603011635865844,8.893451973534109,31.715719826602783,6.50467716176135,31.181838923112025
301000,koniński,3.0405702719352283,14.717357505353634,7.574290826952976,49.25782510487254,7.144533427205257,18.265422863680367
300900,kolski,2.0943857544863222,14.423121280620013,6.587627439221294,50.435945933477875,7.664806015592564,18.79411357660193
300800,kępiński,1.5710450432534555,14.460906168174736,5.664379702363196,37.09853833151039,7.228795863577607,33.976334891120615
300700,kaliski,2.4920574119555665,16.953200693990674,6.746130100718776,48.38106396881548,7.546021946328383,17.88152587819112
300600,jarociński,1.9185937458131248,16.058844020472147,8.282644229480962,40.464642675312845,6.7499129129933815,26.525362415927546
300500,grodziski,1.737792290657959,19.010621926960177,8.640168149232444,33.941372968509555,8.231055061366963,28.43898960327291
300400,gostyński,2.460673862233777,15.99044092544447,11.775519315108065,39.82510044906641,8.9235536647496,21.024711783397674
300300,gnieźnieński,1.5641958756304666,18.81376492370555,15.016280406052479,31.393730447551555,7.033135414671519,26.178892932388433
300200,czarnkowsko-trzcianecki,1.5219855203201258,16.980084657553256,7.4133185298267525,31.9362523997872,6.800360835472903,35.34799805703976
300100,chodzieski,4.27956036877491,18.334071419944443,8.510809613913603,26.043721566890778,6.348886831192882,36.48295019928339
286200,Olsztyn,1.5380783361355004,15.8550760736451,11.274051933495237,24.53037756605849,6.611038462336799,40.19137762832887
286100,Elbląg,1.1633000730104648,12.896892999107651,10.782834428490306,29.564370893161353,5.3232741137340795,40.269327492496146
281900,węgorzewski,2.4949231215549754,18.102697998259355,8.819263127357122,34.996615414369984,6.1599458466299195,29.426554491828643
281800,gołdapski,3.7003932785126925,16.017161244190202,6.632105827672506,36.52127279227744,5.890239542366822,31.238827314980337
281700,szczycieński,1.6702149989504933,19.45485621757774,7.622417463792018,38.001139464451704,7.049686647275781,26.201685207952263
281600,piski,2.6420132707557857,14.64233694772617,4.822786858715002,45.70318821815828,6.789124453795113,25.40055025084965
281500,ostródzki,1.432558903209917,15.655529102700926,9.128971348821937,32.757983745176915,6.657909859617436,34.36704704047287
281400,olsztyński,1.8933300334117065,18.2898156168791,8.592686548694468,29.097574557604254,7.336653879470363,34.78993936394011
281300,olecki,2.164779605497401,15.523748486790574,5.148472548600727,39.19390443637399,8.075197607348857,29.89389731538845
281200,nowomiejski,1.4331968383963434,23.973907246928864,5.089991429387678,43.61489381963622,8.175411865536615,17.712598800114275
281100,nidzicki,2.015232189795781,13.29783648985644,6.807306059176383,44.09247152389297,7.359978432297634,26.427175304980793
281000,mrągowski,2.240116503190988,17.42836338715895,5.86799160491712,32.860752987535875,6.904527348267443,34.69824816892963
